Geneid,Chr,Start,End,Strand,Length,DRR318288,DRR318289,DRR318290,DRR318291,DRR318292,DRR318293,DRR318294,DRR318295,DRR318296,DRR318297,DRR318298,DRR318299
aten_0.1.m1.28062,Sc0000104,308138,310892,+,2755,247,387,207,302,145,215,215,166,64,39,47,64
aten_0.1.m1.28063,Sc0000104,323429,333302,+,9874,306,372,594,222,171,192,198,186,260,277,249,237
aten_0.1.m1.28064,Sc0000104,296640,305569,+,8930,749,1738,841,598,541,835,767,0,583,863,810,515
aten_0.1.m1.28066,Sc0000104,365113,384311,+,19199,675,856,524,1025,585,500,977,692,370,575,492,939
aten_0.1.m1.28067,Sc0000104,346111,357605,+,11495,501,555,565,579,234,281,255,301,254,367,273,259
aten_0.1.m1.28068,Sc0000104,362854,363435,+,582,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28069,Sc0000104,317279,322192,+,4914,101,146,145,124,71,89,101,90,126,110,137,120
aten_0.1.m1.28071,Sc0000104,331278,346837,-,15560,77,79,116,128,49,107,69,44,18,24,38,11
aten_0.1.m1.28072,Sc0000104,320089,321760,-,1672,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28073,Sc0000104,357659,364744,-,7086,1576,1782,2181,1569,909,999,902,875,406,369,339,325
aten_0.1.m1.28074,Sc0000104,409487,417405,-,7919,54,60,95,83,45,39,62,40,27,41,25,16
aten_0.1.m1.28075,Sc0000104,384690,388767,-,4078,4,0,0,0,0,6,2,0,5,4,2,0
aten_0.1.m1.28077,Sc0000104,546639,550399,+,3761,1699,2067,2517,2007,1330,1467,1479,1205,2053,2073,2365,1702
aten_0.1.m1.28078,Sc0000104,566660,568309,+,1650,179,255,275,195,75,67,66,33,174,182,159,127
aten_0.1.m1.28079,Sc0000104,570291,571265,+,975,128,177,168,170,36,47,39,36,124,125,131,117
aten_0.1.m1.28080,Sc0000104,418668,438423,+,19756,3247,3564,5372,4316,3418,1972,2817,3024,2528,3763,3049,4281
aten_0.1.m1.28081,Sc0000104,397001,411052,+,14052,1114,1372,1371,1380,987,798,1098,896,574,696,407,334
aten_0.1.m1.28082,Sc0000104,389685,396557,+,6873,504,617,552,589,302,357,376,207,605,272,597,367
aten_0.1.m1.28083,Sc0000104,490024,517507,-,27484,5302,5705,6714,4321,4553,4236,5676,4249,6674,3886,4792,4190
aten_0.1.m1.28084,Sc0000104,656857,657540,+,684,959,1034,907,660,368,332,420,342,916,584,939,606
aten_0.1.m1.28085,Sc0000104,606213,608688,+,2476,4,8,7,10,6,2,5,0,8,10,7,2
aten_0.1.m1.28086,Sc0000104,643056,643562,+,507,16,7,20,11,9,16,10,14,5,1,2,11
aten_0.1.m1.28087,Sc0000104,615555,627684,+,12130,228,192,160,1145,964,204,1020,781,189,172,202,605
aten_0.1.m1.28088,Sc0000104,671901,672527,+,627,16,31,20,44,21,11,9,15,228,145,143,146
aten_0.1.m1.28089,Sc0000104,668130,668801,+,672,495,892,1138,842,25,8,39,47,4,4,6,0
aten_0.1.m1.28090,Sc0000104,569448,570050,-,603,751,762,873,786,246,324,358,286,941,797,805,503
aten_0.1.m1.28091,Sc0000104,606770,614959,-,8190,2591,3074,3081,3264,1881,1993,2124,1721,2260,2322,2458,1732
aten_0.1.m1.28093,Sc0000104,664706,665047,-,342,160,229,195,101,40,45,65,68,74,131,75,48
aten_0.1.m1.28094,Sc0000104,551356,566444,-,15089,2882,3800,3803,4248,1971,1820,2461,1925,3372,3580,3498,2744
aten_0.1.m1.28095,Sc0000104,570890,577632,-,6743,17622,21289,16596,17061,10840,14497,14253,11010,69824,77753,63630,56794
aten_0.1.m1.28096,Sc0000104,628365,640337,-,11973,6512,8037,8189,7356,5647,6188,6519,5331,9275,9170,9028,7777
aten_0.1.m1.28097,Sc0000104,580937,606187,-,25251,1487,2148,1886,2186,1318,1354,1466,1218,2220,2314,2422,2306
aten_0.1.m1.28098,Sc0000104,648214,648903,-,690,109,169,54,91,12,21,0,14,26,21,18,8
aten_0.1.m1.28099,Sc0000104,676302,676859,-,558,414,456,643,464,93,107,87,79,438,414,444,317
aten_0.1.m1.28100,Sc0000104,679147,679725,-,579,707,905,1348,1023,119,66,72,124,14,45,12,2
aten_0.1.m1.28101,Sc0000104,762358,765859,+,3502,2,6,4,7,5,8,4,3,19,6,9,3
aten_0.1.m1.28102,Sc0000104,742036,754433,+,12398,1741,1769,1975,2040,870,1175,965,733,1166,954,1062,678
aten_0.1.m1.28103,Sc0000104,726585,735675,+,9091,1944,2822,2183,2328,3081,2866,3228,2517,2696,2452,2668,2297
aten_0.1.m1.28104,Sc0000104,706390,722295,+,15906,3668,4297,8408,6917,5877,4128,4096,3495,315,304,372,253
aten_0.1.m1.28105,Sc0000104,754522,759704,+,5183,7,17,22,12,30,31,29,26,20,19,15,17
aten_0.1.m1.28106,Sc0000104,692710,699354,+,6645,4,2,8,8,2,0,0,1,18,6,1,2
aten_0.1.m1.28107,Sc0000104,759297,762371,-,3075,105,160,122,336,81,38,108,72,150,132,146,240
aten_0.1.m1.28108,Sc0000104,763054,776319,-,13266,1496,1630,1597,1115,620,920,729,574,725,662,605,480
aten_0.1.m1.28109,Sc0000104,724159,731039,-,6881,2,3,0,2,3,4,1,3,0,1,3,0
aten_0.1.m1.28110,Sc0000104,736188,741992,-,5805,651,802,738,633,332,287,279,257,794,656,840,556
aten_0.1.m1.28111,Sc0000104,781891,820744,+,38854,1072,1574,1556,1538,1253,1235,1214,1062,1275,1133,1309,852
aten_0.1.m1.28112,Sc0000104,867973,877170,-,9198,408,430,282,491,2072,2668,2437,1509,497,310,557,292
aten_0.1.m1.28113,Sc0000104,820756,834023,-,13268,826,905,844,791,807,724,750,594,504,761,597,601
aten_0.1.m1.28114,Sc0000104,834570,847416,-,12847,256,181,71,234,894,1998,1327,674,331,75,357,160
aten_0.1.m1.28116,Sc0000104,912052,915411,+,3360,0,0,1,1,0,0,0,0,0,0,0,0
aten_0.1.m1.28117,Sc0000104,924186,925759,+,1574,7,3,5,1,7,4,4,12,6,3,4,5
aten_0.1.m1.28118,Sc0000104,882337,895949,+,13613,909,1166,929,934,831,608,831,753,953,757,973,1007
aten_0.1.m1.28119,Sc0000104,925760,928070,+,2311,2,1,9,1,4,3,4,2,2,2,4,0
aten_0.1.m1.28121,Sc0000104,945619,947732,+,2114,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28124,Sc0000104,884677,885914,-,1238,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28126,Sc0000104,938937,942343,-,3407,40,44,207,49,7,17,0,3,52,37,48,10
aten_0.1.m1.28127,Sc0000104,942856,948418,-,5563,29,36,54,33,13,8,11,8,24,44,38,19
aten_0.1.m1.28128,Sc0000104,968250,1005739,+,37490,48,51,481,138,22,48,27,22,87,41,30,23
aten_0.1.m1.28129,Sc0000104,1029888,1047855,+,17968,11,11,7,12,11,15,4,2,5,15,9,10
aten_0.1.m1.28130,Sc0000104,1060853,1069187,-,8335,50,74,136,107,11,35,11,17,43,59,62,19
aten_0.1.m1.28131,Sc0000104,1021977,1023078,-,1102,0,0,0,0,0,0,0,1,0,0,0,0
aten_0.1.m1.28133,Sc0000104,993176,1000180,-,7005,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28134,Sc0000104,1129097,1138008,+,8912,102,138,248,118,37,46,54,10,73,58,61,44
aten_0.1.m1.28135,Sc0000104,1270060,1291592,+,21533,265,99,186,217,129,126,152,298,307,55,242,85
aten_0.1.m1.28136,Sc0000104,1150080,1173481,+,23402,253,398,849,205,82,73,90,2,186,237,230,121
aten_0.1.m1.28137,Sc0000104,1099036,1105214,+,6179,6,2,23,83,1,6,3,9,6,4,6,1
aten_0.1.m1.28138,Sc0000104,1266145,1268616,+,2472,6,9,20,10,15,10,6,7,4,5,8,11
aten_0.1.m1.28140,Sc0000104,1110408,1113195,+,2788,0,0,20,29,0,0,0,0,0,0,0,0
aten_0.1.m1.28141,Sc0000104,1081347,1083221,+,1875,0,0,8,70,0,0,0,0,0,0,0,0
aten_0.1.m1.28142,Sc0000104,1256637,1266125,+,9489,84,55,4,81,140,128,127,127,100,5,103,136
aten_0.1.m1.28143,Sc0000104,1216195,1227189,-,10995,33,89,53,42,35,48,42,31,11,56,9,29
aten_0.1.m1.28144,Sc0000104,1117390,1123074,-,5685,0,2,2,5,11,10,20,6,0,0,2,6
aten_0.1.m1.28145,Sc0000104,1198678,1207400,-,8723,5,3,13,53,9,11,16,7,6,12,5,16
aten_0.1.m1.28146,Sc0000104,1229365,1230666,-,1302,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28147,Sc0000104,1106137,1107064,-,928,8,54,11,54,30,16,51,49,11,0,11,8
aten_0.1.m1.28148,Sc0000104,1178620,1189464,-,10845,47,95,129,127,142,141,157,60,49,61,42,96
aten_0.1.m1.28149,Sc0000104,1123498,1125173,-,1676,0,0,0,0,0,0,0,1,0,0,0,0
aten_0.1.m1.28151,Sc0000105,23665,24643,+,979,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28155,Sc0000105,691,2843,-,2153,1,12,6,4,1,3,2,1,1,17,0,4
aten_0.1.m1.28157,Sc0000105,6497,8188,-,1692,0,1,0,0,0,2,10,5,3,0,0,0
aten_0.1.m1.28158,Sc0000105,17476,31413,-,13938,5,4,10,6,3,3,2,2,4,1,9,5
aten_0.1.m1.28162,Sc0000105,121379,126378,-,5000,43,19,0,195,31,10,92,15,301,69,253,44
aten_0.1.m1.28163,Sc0000105,147680,151467,-,3788,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28164,Sc0000105,92923,115993,-,23071,63,96,59,53,59,51,44,19,40,17,30,51
aten_0.1.m1.28165,Sc0000105,85723,86112,-,390,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28167,Sc0000105,201657,202046,+,390,0,0,0,0,0,0,0,0,0,0,1,0
aten_0.1.m1.28172,Sc0000105,202656,203994,-,1339,1,3,5,1,0,0,2,6,0,0,0,1
aten_0.1.m1.28173,Sc0000105,224500,226309,-,1810,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28175,Sc0000105,221019,224478,-,3460,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28176,Sc0000105,212305,220881,-,8577,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28177,Sc0000105,204092,204885,-,794,1,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28182,Sc0000105,332389,369430,-,37042,4,3,2,4,5,7,10,7,0,1,1,0
aten_0.1.m1.28185,Sc0000105,395455,397108,+,1654,0,0,0,0,0,0,0,0,0,0,0,1
aten_0.1.m1.28186,Sc0000105,423549,424955,+,1407,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28187,Sc0000105,421436,423413,+,1978,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28189,Sc0000105,390487,395084,-,4598,0,5,4,8,1,8,4,10,2,2,0,0
aten_0.1.m1.28192,Sc0000105,475319,492099,+,16781,0,4,3,6,2,2,5,2,7,3,5,1
aten_0.1.m1.28196,Sc0000105,602239,607276,+,5038,631,445,721,397,179,251,262,191,521,863,1131,331
aten_0.1.m1.28197,Sc0000105,572801,580064,+,7264,0,3,4,0,1,1,0,5,5,2,0,0
aten_0.1.m1.28199,Sc0000105,651305,654565,-,3261,3,4,4,1,4,1,0,0,9,2,4,1
aten_0.1.m1.28200,Sc0000105,628318,632142,-,3825,0,0,0,0,0,0,0,0,0,0,0,1
aten_0.1.m1.28202,Sc0000105,620771,622195,-,1425,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28204,Sc0000105,706936,707568,+,633,0,0,0,1,0,0,0,0,0,0,0,0
aten_0.1.m1.28205,Sc0000105,706336,706914,+,579,2,0,0,1,0,0,0,0,1,0,0,0
aten_0.1.m1.28207,Sc0000105,756118,758297,+,2180,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28208,Sc0000105,714322,715298,-,977,1,0,0,0,1,0,0,1,0,0,2,0
aten_0.1.m1.28209,Sc0000105,707590,708821,+,1232,1,0,0,1,0,0,0,2,0,0,0,0
aten_0.1.m1.28210,Sc0000105,726703,727568,+,866,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28212,Sc0000105,860215,865465,+,5251,16,9,16,25,7,12,18,13,3,7,7,3
aten_0.1.m1.28214,Sc0000105,820215,826877,-,6663,0,1,0,0,0,0,2,0,0,0,0,0
aten_0.1.m1.28215,Sc0000105,802512,810210,-,7699,0,0,0,2,0,0,0,1,0,0,0,0
aten_0.1.m1.28217,Sc0000105,841407,841725,-,319,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28218,Sc0000105,982756,983601,+,846,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28221,Sc0000105,983631,984029,+,399,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28222,Sc0000105,982187,982696,+,510,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28223,Sc0000105,927068,927957,+,890,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28226,Sc0000105,996500,1000453,+,3954,0,1,0,0,0,0,0,1,3,0,1,0
aten_0.1.m1.28227,Sc0000105,1068513,1076957,+,8445,0,1,2,3,2,1,1,1,1,4,2,1
aten_0.1.m1.28228,Sc0000105,1038391,1042841,+,4451,0,8,2,6,4,2,0,5,5,2,0,0
aten_0.1.m1.28231,Sc0000105,1094021,1100552,+,6532,0,1,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28233,Sc0000105,1088059,1088412,+,354,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28234,Sc0000105,1246393,1252910,+,6518,112,211,50,9,170,61,132,38,36,38,6,42
aten_0.1.m1.28235,Sc0000105,1173753,1174716,+,964,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28238,Sc0000105,1095879,1098215,-,2337,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28240,Sc0000105,1252178,1257779,-,5602,0,20,0,2,3,1,2,2,5,4,1,0
aten_0.1.m1.28241,Sc0000105,1172253,1185897,-,13645,0,8,3,0,2,4,3,7,3,9,0,0
aten_0.1.m1.28242,Sc0000105,1225295,1241270,-,15976,62,43,147,73,39,30,92,15,26,20,47,47
aten_0.1.m1.28243,Sc0000105,1187027,1189399,-,2373,6,19,20,0,7,10,6,4,7,3,5,2
aten_0.1.m1.28245,Sc0000106,24135,27616,+,3482,652,449,554,522,377,467,326,345,254,159,163,174
aten_0.1.m1.28246,Sc0000106,5629,15340,+,9712,3569,3673,4544,4729,24586,20008,30380,24464,9496,8332,9756,7418
aten_0.1.m1.28247,Sc0000106,65949,68872,+,2924,34,45,34,48,19,31,8,7,47,48,43,12
aten_0.1.m1.28248,Sc0000106,32754,47689,-,14936,1545,1554,2235,1685,1206,749,1758,1352,876,762,716,636
aten_0.1.m1.28249,Sc0000106,59148,62178,-,3031,2,4,9,22,9,19,9,1,18,24,37,1
aten_0.1.m1.28250,Sc0000106,75623,80865,+,5243,7,5,111,176,200,5,188,170,7,292,12,6
aten_0.1.m1.28253,Sc0000106,121761,128989,+,7229,152,149,133,127,85,131,30,28,151,116,150,74
aten_0.1.m1.28258,Sc0000106,137773,156319,-,18547,67,75,193,292,181,73,143,124,83,455,95,45
aten_0.1.m1.28259,Sc0000106,99369,103234,-,3866,82,99,144,477,146,129,44,55,145,42,226,6
aten_0.1.m1.28261,Sc0000106,85576,88860,-,3285,25,41,65,51,70,52,54,54,88,105,108,24
aten_0.1.m1.28263,Sc0000106,161203,239020,+,77818,11925,14031,14657,14391,8016,9050,9032,7429,6316,6056,5814,4409
aten_0.1.m1.28264,Sc0000106,273933,278307,-,4375,12,23,23,22,15,11,22,2,24,56,28,4
aten_0.1.m1.28265,Sc0000106,239603,272936,-,33334,1288,1610,1885,1165,981,1177,1340,1035,860,1556,1169,786
aten_0.1.m1.28266,Sc0000106,287867,303843,+,15977,601,771,770,670,316,564,343,309,466,383,407,259
aten_0.1.m1.28267,Sc0000106,332981,350930,+,17950,2214,2484,2168,2136,1272,1741,1257,1154,393,256,363,323
aten_0.1.m1.28268,Sc0000106,355039,377698,+,22660,6742,7579,8791,7041,5441,6698,5664,4577,9660,6980,7623,5601
aten_0.1.m1.28270,Sc0000106,302403,311115,-,8713,4911,5399,6426,6520,5654,5503,6030,4819,4420,3774,4831,3158
aten_0.1.m1.28271,Sc0000106,316158,325006,-,8849,216,333,251,89,47,81,93,46,271,592,350,421
aten_0.1.m1.28272,Sc0000106,405354,414063,+,8710,786,996,1387,987,523,619,515,394,1620,1471,1690,1105
aten_0.1.m1.28273,Sc0000106,450736,465977,+,15242,4024,4981,3427,5709,3116,3421,3222,2466,4524,3634,4556,2481
aten_0.1.m1.28275,Sc0000106,413405,421880,-,8476,4817,5487,5042,4280,4377,4277,4668,3682,6410,7425,7150,6002
aten_0.1.m1.28276,Sc0000106,392496,397110,-,4615,25,12,20,14,9,16,9,12,4,1,5,3
aten_0.1.m1.28277,Sc0000106,398662,400001,-,1340,1,4,0,1,4,4,14,0,0,0,8,0
aten_0.1.m1.28278,Sc0000106,434237,437908,-,3672,23,11,2,30,53,9,6,15,29,10,35,9
aten_0.1.m1.28279,Sc0000106,422394,430466,-,8073,320,448,396,367,113,113,156,82,394,368,368,330
aten_0.1.m1.28280,Sc0000106,432817,433907,-,1091,4,3,0,0,1,0,0,0,0,1,0,0
aten_0.1.m1.28281,Sc0000106,519586,528017,+,8432,298,347,417,221,39,107,77,60,385,509,517,397
aten_0.1.m1.28282,Sc0000106,493289,498974,+,5686,1000,1247,1185,1185,322,247,324,287,1026,1069,1109,770
aten_0.1.m1.28283,Sc0000106,510229,514594,+,4366,837,926,1020,917,346,431,387,354,519,507,461,457
aten_0.1.m1.28284,Sc0000106,573799,579996,+,6198,462,655,602,414,434,301,476,353,314,342,301,261
aten_0.1.m1.28285,Sc0000106,503126,504996,+,1871,10,10,5,8,6,4,1,0,1,0,0,0
aten_0.1.m1.28286,Sc0000106,489638,490039,+,402,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28287,Sc0000106,482686,489050,+,6365,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28288,Sc0000106,499527,501182,-,1656,703,884,695,712,34,43,22,29,12,20,7,4
aten_0.1.m1.28289,Sc0000106,503523,510331,-,6809,418,421,477,450,124,156,100,115,95,58,83,57
aten_0.1.m1.28290,Sc0000106,551393,566756,-,15364,1799,2117,2491,2177,639,747,856,585,1169,1007,909,752
aten_0.1.m1.28291,Sc0000106,567434,573056,-,5623,4046,3868,4187,3942,2682,2222,3137,3003,1854,2690,2098,2273
aten_0.1.m1.28292,Sc0000106,527984,547609,-,19626,12607,13584,17425,19090,12271,13311,11124,9467,9693,7159,8043,7554
aten_0.1.m1.28293,Sc0000106,466712,493207,-,26496,550,564,534,554,403,359,384,396,423,440,555,336
aten_0.1.m1.28294,Sc0000106,516728,518428,-,1701,738,852,851,937,894,890,726,565,865,911,964,619
aten_0.1.m1.28295,Sc0000106,653135,669717,+,16583,3197,3565,3383,3465,2113,2747,3645,2530,3310,3384,3239,2632
aten_0.1.m1.28296,Sc0000106,646581,652001,+,5421,1215,1297,1342,1330,640,729,725,495,1494,1514,1540,1086
aten_0.1.m1.28297,Sc0000106,586152,612650,-,26499,2550,2865,2878,3049,6998,4890,5461,5655,3129,2959,3425,2671
aten_0.1.m1.28298,Sc0000106,615937,631337,-,15401,3005,3700,5499,4636,2343,1923,2649,2552,4597,5667,5564,3630
aten_0.1.m1.28299,Sc0000106,632217,647751,-,15535,470,530,610,634,193,341,288,255,162,146,203,91
aten_0.1.m1.28300,Sc0000106,581874,584616,-,2743,840,1071,905,757,161,231,324,235,515,611,486,504
aten_0.1.m1.28301,Sc0000106,671962,680448,-,8487,2894,3843,4212,4372,5788,5133,3942,3665,8540,9708,11984,9913
aten_0.1.m1.28302,Sc0000106,580873,581532,-,660,64,116,90,105,14,17,23,9,76,91,94,101
aten_0.1.m1.28304,Sc0000106,741678,742768,+,1091,28,44,16,24,21,27,24,39,8,22,15,16
aten_0.1.m1.28305,Sc0000106,693754,707659,+,13906,702,812,830,745,381,323,402,367,505,534,568,472
aten_0.1.m1.28306,Sc0000106,717131,727616,+,10486,1810,2075,1986,2299,1253,1406,1097,811,1660,1422,1818,1382
aten_0.1.m1.28307,Sc0000106,742467,762282,-,19816,284,461,327,465,350,249,261,285,684,846,793,533
aten_0.1.m1.28308,Sc0000106,724631,735419,-,10789,2983,3028,3459,2943,1865,2396,2410,1861,5629,6897,6183,5352
aten_0.1.m1.28309,Sc0000106,770633,771820,-,1188,0,0,0,4,0,4,0,0,0,0,5,0
aten_0.1.m1.28310,Sc0000106,783899,785074,-,1176,0,0,2,0,3,1,6,7,21,3,6,35
aten_0.1.m1.28311,Sc0000106,735805,741636,-,5832,658,847,819,1109,490,457,356,290,527,327,524,246
aten_0.1.m1.28312,Sc0000106,703174,709566,-,6393,3896,4887,3792,3608,2857,3246,3837,3007,7820,8961,8337,6685
aten_0.1.m1.28313,Sc0000106,716535,716888,-,354,1784,2135,1865,1691,1109,1346,1357,945,2157,2761,2173,1984
aten_0.1.m1.28314,Sc0000106,709805,716469,-,6665,5754,7479,6964,6391,4120,4877,4990,4191,8218,8890,9019,6961
aten_0.1.m1.28317,Sc0000106,814293,815794,+,1502,0,0,0,0,0,0,0,0,1,0,0,0
aten_0.1.m1.28318,Sc0000106,797127,798332,-,1206,7,5,6,3,22,21,29,10,0,72,3,47
aten_0.1.m1.28319,Sc0000106,805274,807084,-,1811,140,112,118,12,4,5,66,69,4,11,4,175
aten_0.1.m1.28320,Sc0000106,835793,836824,-,1032,4,2,1,2,1,1,2,1,1552,2257,2550,2298
aten_0.1.m1.28321,Sc0000106,827214,828389,-,1176,15,26,24,4,17,2,26,13,33,67,43,95
aten_0.1.m1.28323,Sc0000106,899962,914079,+,14118,2495,2016,3110,3574,2445,1396,2166,1630,885,1933,1529,971
aten_0.1.m1.28325,Sc0000106,866268,896807,-,30540,1578,1966,1830,1828,1352,1593,1447,1235,2590,3125,2669,2457
aten_0.1.m1.28326,Sc0000106,864844,865971,-,1128,64,71,43,17,77,165,120,61,16,17,15,10
aten_0.1.m1.28327,Sc0000106,934099,937933,-,3835,11,33,14,11,15,5,16,18,10,30,30,10
aten_0.1.m1.28329,Sc0000106,1063967,1078556,+,14590,851,971,782,1047,407,786,690,457,390,200,330,240
aten_0.1.m1.28330,Sc0000106,1034437,1057190,+,22754,1010,866,401,511,168,219,382,507,23,38,80,4
aten_0.1.m1.28331,Sc0000106,1005059,1011658,+,6600,10,8,8,6,2,4,2,10,4,4,3,1
aten_0.1.m1.28332,Sc0000106,966064,967320,+,1257,55,100,74,72,64,36,78,81,117,62,97,98
aten_0.1.m1.28333,Sc0000106,984518,985774,+,1257,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28334,Sc0000106,957637,958767,+,1131,41,49,37,33,62,19,83,61,27,22,21,21
aten_0.1.m1.28335,Sc0000106,996966,998303,+,1338,299,338,435,289,388,37,490,396,168,110,98,148
aten_0.1.m1.28336,Sc0000106,975972,977285,+,1314,159,197,180,150,184,68,182,177,234,132,165,198
aten_0.1.m1.28338,Sc0000106,983309,988387,-,5079,9,5,7,6,15,7,14,18,2,6,7,16
aten_0.1.m1.28339,Sc0000106,1117251,1123715,+,6465,2892,3335,3531,4257,4067,3862,4082,3657,3057,2542,2849,2506
aten_0.1.m1.28340,Sc0000106,1179000,1200173,+,21174,2581,3090,2918,2842,1958,2373,2489,1983,3542,3633,3719,3014
aten_0.1.m1.28341,Sc0000106,1218329,1225327,+,6999,426,622,696,887,276,172,321,275,241,126,247,198
aten_0.1.m1.28342,Sc0000106,1108477,1117135,-,8659,1946,2010,2365,2448,1522,1358,1499,1213,2900,2616,3334,2317
aten_0.1.m1.28343,Sc0000106,1147975,1178285,-,30311,13423,16471,16263,16021,10834,13300,13404,11057,6808,6348,5261,4869
aten_0.1.m1.28344,Sc0000106,1124432,1146827,-,22396,5357,6525,6078,5592,3199,3574,3315,2691,8822,9144,9106,5634
aten_0.1.m1.28345,Sc0000106,1199799,1215931,-,16133,525,638,673,438,451,387,439,418,932,1222,1437,947
aten_0.1.m1.28346,Sc0000106,1100342,1101979,-,1638,7,0,0,8,6,7,1,0,6,12,6,0
aten_0.1.m1.28348,Sc0000106,1220015,1222979,-,2965,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28350,Sc0000107,76752,79962,+,3211,1,0,15,1,0,1,0,1,2,0,6,0
aten_0.1.m1.28351,Sc0000107,11376,15656,+,4281,1,201,1,5,103,89,4,40,79,95,8,7
aten_0.1.m1.28353,Sc0000107,37277,42381,+,5105,1,66,3,6,21,10,0,20,62,53,1,0
aten_0.1.m1.28354,Sc0000107,94414,95646,+,1233,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28355,Sc0000107,145267,148890,-,3624,0,0,0,0,1,0,0,0,0,1,0,0
aten_0.1.m1.28356,Sc0000107,96237,97024,-,788,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28358,Sc0000107,95767,96226,-,460,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28359,Sc0000107,160240,161271,+,1032,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28365,Sc0000107,246598,247593,-,996,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28368,Sc0000107,194978,196057,-,1080,4,0,0,4,2,3,3,0,0,0,2,0
aten_0.1.m1.28370,Sc0000107,174011,177736,+,3726,1,1,3,7,2,0,1,0,4,0,2,0
aten_0.1.m1.28371,Sc0000107,258747,263658,+,4912,14,14,10,16,17,10,19,17,3,12,4,4
aten_0.1.m1.28372,Sc0000107,258126,258742,+,617,0,8,0,0,0,2,0,0,0,2,0,0
aten_0.1.m1.28375,Sc0000107,335208,339059,-,3852,0,0,0,1,0,0,0,0,0,0,0,0
aten_0.1.m1.28377,Sc0000107,306267,307736,-,1470,1,1,5,6,0,2,0,0,0,0,0,1
aten_0.1.m1.28378,Sc0000107,300070,306040,-,5971,0,1,6,11,0,0,0,2,0,1,0,0
aten_0.1.m1.28379,Sc0000107,319050,321554,-,2505,42,47,6,0,37,0,42,0,0,0,3,15
aten_0.1.m1.28384,Sc0000107,447142,449538,+,2397,2,2,1,2,0,0,0,0,0,1,0,0
aten_0.1.m1.28386,Sc0000107,439668,440673,+,1006,0,0,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28387,Sc0000107,415171,424154,-,8984,0,2,11,2,11,1,3,2,1,1,0,6
aten_0.1.m1.28388,Sc0000107,486235,488358,-,2124,0,0,1,1,0,0,0,0,0,0,0,0
aten_0.1.m1.28389,Sc0000107,467062,479646,-,12585,2,8,15,11,3,9,6,4,5,22,1,3
aten_0.1.m1.28391,Sc0000107,455528,464789,-,9262,0,2,0,2,0,0,0,0,0,0,0,0
aten_0.1.m1.28392,Sc0000107,543824,545134,+,1311,11,2,3,17,0,0,1,0,0,0,2,0
aten_0.1.m1.28393,Sc0000107,502010,507596,+,5587,0,0,0,1,0,2,0,0,0,0,0,0
aten_0.1.m1.28394,Sc0000107,563272,572646,+,9375,60,9,41,63,7,36,27,26,36,41,20,26
aten_0.1.m1.28395,Sc0000107,584497,584721,+,225,0,2,0,0,0,0,0,0,0,0,0,0
aten_0.1.m1.28396,Sc0000107,566296,566958,-,663,0,0,0,0,0,0,0,0,0,0,0,0
